SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
22025,1630573,0022500146,"NOV 01, 2025",BOS vs. HOU,L,17,2,4,0.5,2,3,0.667,0,0,,1,1,2,2,0,0,1,0,6,-10,1
22025,1630578,0022500146,"NOV 01, 2025",HOU @ BOS,W,31,5,13,0.385,1,3,0.333,5,7,0.714,1,9,10,9,1,2,4,3,16,24,1
22025,1630579,0022500142,"NOV 01, 2025",MIL vs. SAC,L,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,1
22025,1630591,0022500145,"NOV 01, 2025",ORL @ WAS,W,19,3,10,0.3,0,7,0.0,0,0,,0,2,2,5,5,0,3,1,6,22,1
22025,1630595,0022500147,"NOV 01, 2025",DET @ DAL,W,37,7,16,0.438,2,4,0.5,5,8,0.625,0,6,6,18,3,0,1,3,21,11,1
22025,1630611,0022500144,"NOV 01, 2025",GSW @ IND,L,11,2,2,1.0,1,1,1.0,0,0,,3,1,4,1,0,0,1,3,5,6,1
22025,1630643,0022500144,"NOV 01, 2025",IND vs. GSW,W,3,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2,1
22025,1631094,0022500145,"NOV 01, 2025",ORL @ WAS,W,26,9,15,0.6,3,6,0.5,7,7,1.0,1,10,11,4,0,2,3,2,28,19,1
22025,1631095,0022500146,"NOV 01, 2025",HOU @ BOS,W,26,5,10,0.5,1,3,0.333,1,1,1.0,0,6,6,0,1,4,1,0,12,19,1
22025,1631105,0022500147,"NOV 01, 2025",DET @ DAL,W,29,13,16,0.813,0,0,,7,8,0.875,5,5,10,2,1,1,0,5,33,28,1
22025,1631106,0022500146,"NOV 01, 2025",HOU @ BOS,W,20,4,7,0.571,4,6,0.667,0,0,,1,5,6,0,0,1,3,2,12,15,1
22025,1631108,0022500147,"NOV 01, 2025",DAL @ DET,L,33,5,9,0.556,2,5,0.4,1,2,0.5,0,6,6,5,0,0,1,2,13,-7,1
22025,1631120,0022500146,"NOV 01, 2025",HOU @ BOS,W,8,2,2,1.0,1,1,1.0,0,2,0.0,0,0,0,1,0,1,0,0,5,-4,1
22025,1631157,0022500142,"NOV 01, 2025",MIL vs. SAC,L,36,8,13,0.615,0,3,0.0,0,0,,0,4,4,8,2,0,3,3,16,-1,1
22025,1631165,0022500142,"NOV 01, 2025",SAC @ MIL,W,16,1,2,0.5,1,2,0.5,0,0,,1,0,1,1,2,0,0,1,3,-2,1
22025,1631169,0022500146,"NOV 01, 2025",BOS vs. HOU,L,19,3,11,0.273,2,6,0.333,2,2,1.0,3,3,6,3,2,0,1,0,10,-20,1
22025,1631199,0022500146,"NOV 01, 2025",BOS vs. HOU,L,10,1,5,0.2,0,4,0.0,0,0,,1,2,3,3,0,0,0,1,2,1,1
22025,1631217,0022500143,"NOV 01, 2025",CHA vs. MIN,L,19,3,5,0.6,0,0,,5,6,0.833,5,4,9,1,0,0,0,2,11,5,1
22025,1631245,0022500144,"NOV 01, 2025",IND vs. GSW,W,31,10,16,0.625,3,4,0.75,2,3,0.667,3,3,6,10,3,0,0,3,25,20,1
22025,1631248,0022500146,"NOV 01, 2025",BOS vs. HOU,L,23,6,7,0.857,4,5,0.8,1,1,1.0,1,4,5,1,2,0,0,1,17,-2,1
22025,1631260,0022500142,"NOV 01, 2025",MIL vs. SAC,L,30,6,12,0.5,4,10,0.4,1,2,0.5,0,4,4,2,0,0,0,5,17,-2,1
22025,1641708,0022500146,"NOV 01, 2025",HOU @ BOS,W,32,6,12,0.5,1,1,1.0,4,6,0.667,3,6,9,8,0,0,3,0,17,27,1
22025,1641709,0022500147,"NOV 01, 2025",DET @ DAL,W,28,6,12,0.5,1,2,0.5,2,6,0.333,3,4,7,1,2,0,2,1,15,8,1
22025,1641710,0022500145,"NOV 01, 2025",ORL @ WAS,W,25,3,6,0.5,0,2,0.0,2,2,1.0,0,2,2,5,0,1,3,1,8,1,1
22025,1641715,0022500145,"NOV 01, 2025",WAS vs. ORL,L,16,3,7,0.429,2,3,0.667,0,2,0.0,0,2,2,0,2,0,0,2,8,-4,1
22025,1641716,0022500144,"NOV 01, 2025",IND vs. GSW,W,30,2,9,0.222,0,5,0.0,2,2,1.0,2,7,9,5,0,0,4,2,6,13,1
22025,1641724,0022500145,"NOV 01, 2025",ORL @ WAS,W,6,1,3,0.333,1,3,0.333,0,0,,1,0,1,2,0,0,0,0,3,9,1
22025,1641731,0022500145,"NOV 01, 2025",WAS vs. ORL,L,27,3,10,0.3,0,2,0.0,4,6,0.667,1,1,2,4,1,1,0,3,10,-18,1
22025,1641740,0022500143,"NOV 01, 2025",MIN @ CHA,W,19,3,6,0.5,0,3,0.0,0,0,,0,1,1,0,1,0,0,1,6,19,1
22025,1641750,0022500143,"NOV 01, 2025",CHA vs. MIN,L,29,2,4,0.5,0,0,,2,4,0.5,3,3,6,0,0,4,1,1,6,-22,1
22025,1641764,0022500144,"NOV 01, 2025",GSW @ IND,L,35,6,10,0.6,1,4,0.25,3,4,0.75,0,4,4,3,1,1,0,4,16,7,1
22025,1641767,0022500144,"NOV 01, 2025",IND vs. GSW,W,13,0,1,0.0,0,1,0.0,3,4,0.75,0,3,3,2,0,0,1,0,3,-8,1
22025,1641774,0022500145,"NOV 01, 2025",WAS vs. ORL,L,5,0,2,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,1,1,0,-7,1
22025,1641775,0022500146,"NOV 01, 2025",BOS vs. HOU,L,19,4,10,0.4,2,5,0.4,0,0,,3,1,4,1,0,0,0,3,10,-7,1
22025,1641783,0022500145,"NOV 01, 2025",ORL @ WAS,W,22,1,5,0.2,0,2,0.0,0,0,,0,2,2,1,1,0,1,0,2,9,1
22025,1641842,0022500147,"NOV 01, 2025",DET @ DAL,W,18,1,5,0.2,0,2,0.0,0,0,,3,2,5,2,2,0,2,3,2,-13,1
22025,1642259,0022500145,"NOV 01, 2025",WAS vs. ORL,L,28,4,8,0.5,0,0,,2,4,0.5,2,6,8,2,0,3,2,1,10,-17,1
22025,1642263,0022500146,"NOV 01, 2025",HOU @ BOS,W,17,4,6,0.667,4,5,0.8,0,0,,0,0,0,3,0,0,0,2,12,19,1
22025,1642265,0022500143,"NOV 01, 2025",MIN @ CHA,W,16,2,5,0.4,0,0,,0,0,,0,0,0,4,2,0,2,1,4,4,1
22025,1642267,0022500145,"NOV 01, 2025",WAS vs. ORL,L,22,3,9,0.333,1,3,0.333,0,0,,0,4,4,5,1,0,3,1,7,-5,1
22025,1642273,0022500145,"NOV 01, 2025",WAS vs. ORL,L,24,8,12,0.667,1,2,0.5,0,0,,0,3,3,1,0,1,4,5,17,-8,1
22025,1642275,0022500143,"NOV 01, 2025",CHA vs. MIN,L,11,1,5,0.2,0,4,0.0,0,0,,0,1,1,1,0,0,1,1,2,-12,1
22025,1642277,0022500144,"NOV 01, 2025",IND vs. GSW,W,23,2,4,0.5,1,2,0.5,0,0,,0,3,3,0,2,0,2,2,5,-8,1
22025,1642358,0022500145,"NOV 01, 2025",WAS vs. ORL,L,6,1,3,0.333,0,0,,0,0,,1,0,1,0,0,0,0,0,2,-9,1
22025,1642363,0022500142,"NOV 01, 2025",SAC @ MIL,W,16,0,1,0.0,0,0,,0,0,,1,2,3,0,0,1,0,2,0,8,1
22025,1642366,0022500144,"NOV 01, 2025",GSW @ IND,L,13,4,8,0.5,1,5,0.2,0,0,,1,2,3,0,0,0,1,3,9,4,1
22025,1642404,0022500147,"NOV 01, 2025",DET @ DAL,W,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,2,1
22025,1642484,0022500144,"NOV 01, 2025",IND vs. GSW,W,17,1,7,0.143,0,4,0.0,0,0,,0,0,0,2,0,1,0,1,2,-15,1
22025,1642843,0022500147,"NOV 01, 2025",DAL @ DET,L,34,3,14,0.214,2,6,0.333,8,8,1.0,2,6,8,4,1,0,1,4,16,-12,1
22025,1642848,0022500145,"NOV 01, 2025",WAS vs. ORL,L,25,3,12,0.25,0,5,0.0,1,1,1.0,0,3,3,0,1,2,2,0,7,-9,1
22025,1642851,0022500143,"NOV 01, 2025",CHA vs. MIN,L,31,1,9,0.111,1,8,0.125,2,2,1.0,0,8,8,2,1,0,3,2,5,-20,1
22025,1642859,0022500145,"NOV 01, 2025",ORL @ WAS,W,6,0,1,0.0,0,0,,0,0,,0,1,1,0,0,0,0,0,0,9,1
22025,1642860,0022500145,"NOV 01, 2025",WAS vs. ORL,L,6,1,3,0.333,0,1,0.0,0,0,,0,2,2,1,0,0,0,1,2,-9,1
22025,1642862,0022500143,"NOV 01, 2025",CHA vs. MIN,L,10,0,3,0.0,0,2,0.0,0,0,,1,0,1,0,0,0,2,0,0,-8,1
22025,1642864,0022500146,"NOV 01, 2025",BOS vs. HOU,L,17,3,8,0.375,1,3,0.333,0,0,,0,1,1,1,0,0,2,3,7,-7,1
22025,1642866,0022500143,"NOV 01, 2025",MIN @ CHA,W,1,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,1
22025,1642869,0022500145,"NOV 01, 2025",ORL @ WAS,W,7,1,2,0.5,1,1,1.0,0,0,,0,2,2,3,1,2,1,0,3,7,1
22025,1642873,0022500146,"NOV 01, 2025",BOS vs. HOU,L,6,1,2,0.5,0,0,,0,0,,0,1,1,1,1,0,0,1,2,9,1
22025,1642875,0022500142,"NOV 01, 2025",SAC @ MIL,W,4,0,1,0.0,0,0,,0,0,,1,0,1,0,0,0,0,1,0,0,1
22025,1642883,0022500143,"NOV 01, 2025",CHA vs. MIN,L,27,2,3,0.667,2,2,1.0,2,2,1.0,0,2,2,0,0,0,0,1,8,11,1
22025,1642928,0022500142,"NOV 01, 2025",SAC @ MIL,W,5,1,1,1.0,0,0,,0,0,,0,1,1,0,0,0,0,1,2,-12,1
22025,1643007,0022500144,"NOV 01, 2025",IND vs. GSW,W,5,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,1,0,0,-3,1
22025,200768,0022500149,"NOV 02, 2025",PHI @ BKN,W,3,1,1,1.0,1,1,1.0,0,0,,0,0,0,1,1,0,0,0,3,-2,1
22025,201567,0022500150,"NOV 02, 2025",UTA @ CHA,L,14,0,2,0.0,0,2,0.0,3,4,0.75,2,3,5,5,0,0,2,1,3,-5,1
22025,202687,0022500154,"NOV 02, 2025",SAS @ PHX,L,6,0,1,0.0,0,0,,0,0,,0,1,1,1,0,0,0,1,0,-15,1
22025,202696,0022500153,"NOV 02, 2025",CHI @ NYK,L,32,6,10,0.6,3,4,0.75,2,2,1.0,4,10,14,4,0,1,3,3,17,-11,1
22025,203083,0022500149,"NOV 02, 2025",PHI @ BKN,W,23,2,4,0.5,0,1,0.0,1,2,0.5,1,7,8,0,1,1,1,3,5,20,1
22025,203084,0022500154,"NOV 02, 2025",SAS @ PHX,L,27,3,6,0.5,3,6,0.5,4,4,1.0,2,2,4,2,1,0,1,1,13,-25,1
22025,203484,0022500152,"NOV 02, 2025",MEM @ TOR,L,27,3,13,0.231,2,5,0.4,4,4,1.0,0,0,0,2,0,0,1,0,12,-21,1
22025,203486,0022500150,"NOV 02, 2025",CHA vs. UTA,W,4,0,0,,0,0,,0,0,,0,1,1,0,0,0,1,1,0,-1,1
22025,203903,0022500153,"NOV 02, 2025",NYK vs. CHI,W,18,6,11,0.545,3,6,0.5,0,0,,0,0,0,2,0,0,0,2,15,-5,1
22025,203935,0022500155,"NOV 02, 2025",LAL vs. MIA,W,27,4,9,0.444,3,7,0.429,0,0,,0,3,3,4,2,1,0,4,11,11,1
22025,203937,0022500150,"NOV 02, 2025",UTA @ CHA,L,12,2,4,0.5,0,0,,1,2,0.5,0,0,0,2,1,0,1,2,5,4,1
22025,203952,0022500155,"NOV 02, 2025",MIA @ LAL,L,37,6,16,0.375,1,6,0.167,2,3,0.667,3,6,9,1,1,1,4,3,15,-15,1
22025,203994,0022500150,"NOV 02, 2025",UTA @ CHA,L,22,1,6,0.167,0,3,0.0,1,2,0.5,0,9,9,2,2,0,1,4,3,-22,1
22025,204001,0022500151,"NOV 02, 2025",ATL @ CLE,L,28,5,11,0.455,0,4,0.0,5,7,0.714,3,9,12,5,0,1,2,4,15,-9,1
22025,1626157,0022500153,"NOV 02, 2025",NYK vs. CHI,W,36,5,11,0.455,2,2,1.0,8,8,1.0,3,12,15,5,0,2,1,1,20,12,1
22025,1626162,0022500149,"NOV 02, 2025",PHI @ BKN,W,33,12,21,0.571,3,9,0.333,2,2,1.0,0,3,3,0,1,1,2,2,29,9,1
22025,1626164,0022500154,"NOV 02, 2025",PHX vs. SAS,W,35,10,15,0.667,2,2,1.0,6,6,1.0,0,2,2,13,1,0,5,3,28,26,1
22025,1626172,0022500148,"NOV 02, 2025",NOP @ OKC,L,16,1,3,0.333,0,1,0.0,1,2,0.5,1,2,3,2,0,1,2,3,3,-15,1
22025,1626192,0022500150,"NOV 02, 2025",CHA vs. UTA,W,14,2,5,0.4,2,4,0.5,0,0,,0,1,1,0,0,1,1,2,6,2,1
22025,1626204,0022500151,"NOV 02, 2025",CLE vs. ATL,W,25,1,9,0.111,0,4,0.0,0,0,,1,3,4,4,1,0,1,4,2,5,1
22025,1626220,0022500154,"NOV 02, 2025",PHX vs. SAS,W,30,4,6,0.667,3,5,0.6,0,0,,0,6,6,4,2,0,1,4,11,21,1
22025,1627742,0022500152,"NOV 02, 2025",TOR vs. MEM,W,33,10,15,0.667,1,3,0.333,5,6,0.833,0,7,7,4,0,1,4,3,26,4,1
22025,1627824,0022500153,"NOV 02, 2025",NYK vs. CHI,W,2,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,1,0,2,1
22025,1627936,0022500148,"NOV 02, 2025",OKC vs. NOP,W,12,3,5,0.6,2,3,0.667,0,0,,0,2,2,0,1,1,1,1,8,12,1
22025,1628366,0022500151,"NOV 02, 2025",CLE vs. ATL,W,27,3,8,0.375,2,6,0.333,0,0,,3,3,6,3,1,0,4,5,8,6,1
22025,1628374,0022500150,"NOV 02, 2025",UTA @ CHA,L,33,12,28,0.429,3,10,0.3,2,2,1.0,3,4,7,3,0,0,0,0,29,-19,1
22025,1628378,0022500151,"NOV 02, 2025",CLE vs. ATL,W,36,12,21,0.571,8,15,0.533,5,5,1.0,0,2,2,5,2,1,3,5,37,9,1
22025,1628379,0022500151,"NOV 02, 2025",ATL @ CLE,L,32,5,6,0.833,3,4,0.75,2,2,1.0,0,2,2,2,1,0,2,3,15,5,1
22025,1628384,0022500153,"NOV 02, 2025",NYK vs. CHI,W,35,8,17,0.471,3,7,0.429,2,2,1.0,0,2,2,4,2,1,1,1,21,22,1
22025,1628389,0022500155,"NOV 02, 2025",MIA @ LAL,L,36,6,11,0.545,1,5,0.2,4,4,1.0,1,7,8,5,3,1,0,1,17,-13,1
22025,1628392,0022500148,"NOV 02, 2025",OKC vs. NOP,W,26,6,7,0.857,0,0,,2,3,0.667,4,10,14,8,1,1,2,4,14,13,1
22025,1628404,0022500153,"NOV 02, 2025",NYK vs. CHI,W,26,5,10,0.5,1,4,0.25,3,3,1.0,3,6,9,3,1,0,3,1,14,1,1
22025,1628418,0022500151,"NOV 02, 2025",CLE vs. ATL,W,5,0,1,0.0,0,1,0.0,0,0,,0,1,1,0,0,2,0,0,0,-6,1
22025,1628502,0022500154,"NOV 02, 2025",PHX vs. SAS,W,9,0,1,0.0,0,0,,0,0,,1,0,1,0,0,0,2,3,0,-17,1
22025,1628960,0022500154,"NOV 02, 2025",PHX vs. SAS,W,34,6,13,0.462,5,9,0.556,0,0,,0,3,3,3,0,0,2,3,17,17,1
22025,1628969,0022500153,"NOV 02, 2025",NYK vs. CHI,W,35,3,7,0.429,2,5,0.4,2,2,1.0,3,2,5,9,1,0,4,1,10,6,1
22025,1628970,0022500150,"NOV 02, 2025",CHA vs. UTA,W,33,7,18,0.389,3,10,0.3,12,12,1.0,0,4,4,6,0,0,0,2,29,10,1
22025,1628973,0022500153,"NOV 02, 2025",NYK vs. CHI,W,32,10,22,0.455,4,11,0.364,7,7,1.0,0,5,5,3,2,0,2,2,31,5,1
22025,1628975,0022500153,"NOV 02, 2025",CHI @ NYK,L,12,0,1,0.0,0,1,0.0,0,0,,0,0,0,2,0,0,0,1,0,1,1
22025,1628983,0022500148,"NOV 02, 2025",OKC vs. NOP,W,30,8,14,0.571,1,5,0.2,13,13,1.0,0,2,2,7,1,0,3,1,30,24,1
22025,1628989,0022500153,"NOV 02, 2025",CHI @ NYK,L,21,3,8,0.375,1,5,0.2,0,0,,0,3,3,2,1,2,1,3,7,-15,1
22025,1628991,0022500152,"NOV 02, 2025",MEM @ TOR,L,32,8,15,0.533,1,4,0.25,3,4,0.75,2,7,9,3,0,0,2,5,20,-7,1
22025,1629004,0022500150,"NOV 02, 2025",UTA @ CHA,L,29,1,4,0.25,1,4,0.25,0,0,,0,2,2,2,0,1,0,3,3,-15,1
22025,1629008,0022500149,"NOV 02, 2025",BKN vs. PHI,L,31,7,23,0.304,1,12,0.083,2,2,1.0,3,14,17,2,1,0,3,2,17,-6,1
22025,1629011,0022500153,"NOV 02, 2025",NYK vs. CHI,W,13,0,3,0.0,0,0,,0,0,,4,1,5,1,0,2,0,1,0,-1,1
22025,1629012,0022500150,"NOV 02, 2025",CHA vs. UTA,W,29,4,11,0.364,1,4,0.25,1,1,1.0,1,3,4,12,0,0,6,2,10,17,1
22025,1629013,0022500153,"NOV 02, 2025",NYK vs. CHI,W,18,3,6,0.5,3,3,1.0,0,0,,0,1,1,1,0,0,0,1,9,17,1
22025,1629020,0022500155,"NOV 02, 2025",LAL vs. MIA,W,10,1,2,0.5,0,0,,2,2,1.0,0,4,4,0,1,0,0,3,4,-9,1
22025,1629029,0022500155,"NOV 02, 2025",LAL vs. MIA,W,38,9,22,0.409,1,11,0.091,10,12,0.833,0,11,11,10,3,0,5,1,29,14,1
22025,1629060,0022500155,"NOV 02, 2025",LAL vs. MIA,W,31,6,12,0.5,3,5,0.6,0,0,,2,4,6,2,0,0,1,3,15,7,1
22025,1629111,0022500152,"NOV 02, 2025",MEM @ TOR,L,23,6,8,0.75,2,2,1.0,0,0,,3,3,6,2,1,0,2,4,14,-11,1
22025,1629162,0022500154,"NOV 02, 2025",SAS @ PHX,L,19,1,7,0.143,0,6,0.0,1,1,1.0,2,1,3,4,2,0,0,1,3,12,1
22025,1629611,0022500149,"NOV 02, 2025",BKN vs. PHI,L,34,7,10,0.7,0,2,0.0,3,5,0.6,4,1,5,4,3,0,1,4,17,-12,1
22025,1629627,0022500148,"NOV 02, 2025",NOP @ OKC,L,28,7,14,0.5,0,0,,6,12,0.5,3,6,9,6,1,0,4,3,20,-17,1
22025,1629628,0022500152,"NOV 02, 2025",TOR vs. MEM,W,36,10,19,0.526,2,8,0.25,5,7,0.714,1,5,6,6,0,0,2,2,27,19,1
22025,1629631,0022500151,"NOV 02, 2025",CLE vs. ATL,W,31,5,14,0.357,2,9,0.222,7,7,1.0,1,6,7,3,3,0,2,2,19,15,1
22025,1629637,0022500155,"NOV 02, 2025",LAL vs. MIA,W,32,7,7,1.0,1,1,1.0,0,0,,1,4,5,1,1,1,1,3,15,17,1
22025,1629638,0022500151,"NOV 02, 2025",ATL @ CLE,L,34,3,11,0.273,0,4,0.0,10,11,0.909,0,3,3,5,0,1,5,3,16,-12,1
22025,1629640,0022500154,"NOV 02, 2025",SAS @ PHX,L,24,8,14,0.571,1,4,0.25,2,5,0.4,1,2,3,2,0,0,2,0,19,-2,1
22025,1629651,0022500149,"NOV 02, 2025",BKN vs. PHI,L,34,8,11,0.727,0,1,0.0,3,6,0.5,0,7,7,5,1,3,2,2,19,-9,1
22025,1629656,0022500149,"NOV 02, 2025",PHI @ BKN,W,32,7,13,0.538,4,8,0.5,4,6,0.667,1,5,6,13,1,1,4,1,22,32,1
22025,1629673,0022500148,"NOV 02, 2025",NOP @ OKC,L,24,2,11,0.182,2,9,0.222,5,6,0.833,0,1,1,3,1,0,2,0,11,-26,1
22025,1629723,0022500152,"NOV 02, 2025",MEM @ TOR,L,6,0,0,,0,0,,0,0,,0,2,2,0,0,0,0,0,0,-5,1
22025,1629731,0022500151,"NOV 02, 2025",CLE vs. ATL,W,25,4,9,0.444,2,6,0.333,1,1,1.0,2,4,6,3,0,0,0,2,11,-10,1
22025,1630168,0022500151,"NOV 02, 2025",ATL @ CLE,L,26,2,7,0.286,1,2,0.5,2,4,0.5,2,3,5,2,0,0,4,4,7,2,1
22025,1630170,0022500154,"NOV 02, 2025",SAS @ PHX,L,32,2,9,0.222,0,6,0.0,0,0,,0,3,3,2,0,0,1,2,4,-23,1
22025,1630171,0022500153,"NOV 02, 2025",CHI @ NYK,L,22,6,11,0.545,2,4,0.5,0,0,,1,0,1,0,0,0,3,3,14,-18,1
22025,1630172,0022500153,"NOV 02, 2025",CHI @ NYK,L,26,3,9,0.333,2,7,0.286,3,4,0.75,1,1,2,3,2,0,0,2,11,-8,1
22025,1630178,0022500149,"NOV 02, 2025",PHI @ BKN,W,39,9,19,0.474,4,9,0.444,4,4,1.0,0,6,6,7,1,0,1,3,26,21,1
22025,1630180,0022500148,"NOV 02, 2025",NOP @ OKC,L,19,1,4,0.25,0,3,0.0,0,0,,1,1,2,0,0,0,1,2,2,-22,1
22025,1630188,0022500153,"NOV 02, 2025",CHI @ NYK,L,16,5,7,0.714,2,4,0.5,0,1,0.0,2,3,5,0,0,0,0,3,12,-1,1
22025,1630193,0022500152,"NOV 02, 2025",TOR vs. MEM,W,32,2,5,0.4,2,4,0.5,3,3,1.0,1,3,4,3,0,0,2,5,9,6,1
22025,1630198,0022500148,"NOV 02, 2025",OKC vs. NOP,W,27,5,12,0.417,3,10,0.3,0,0,,1,4,5,1,1,0,0,4,13,18,1
22025,1630200,0022500153,"NOV 02, 2025",CHI @ NYK,L,34,6,13,0.462,1,2,0.5,2,2,1.0,1,1,2,5,1,0,2,2,15,-18,1
22025,1630208,0022500154,"NOV 02, 2025",PHX vs. SAS,W,11,4,6,0.667,0,0,,2,2,1.0,0,3,3,2,0,0,1,2,10,1,1
22025,1630249,0022500151,"NOV 02, 2025",ATL @ CLE,L,17,1,5,0.2,1,4,0.25,0,0,,1,1,2,1,0,0,0,3,3,-4,1
22025,1630529,0022500148,"NOV 02, 2025",NOP @ OKC,L,24,4,6,0.667,3,4,0.75,1,2,0.5,0,1,1,3,2,0,0,4,12,-18,1
22025,1630530,0022500148,"NOV 02, 2025",NOP @ OKC,L,32,7,13,0.538,5,10,0.5,0,0,,0,5,5,2,1,0,0,5,19,-22,1
22025,1630533,0022500149,"NOV 02, 2025",BKN vs. PHI,L,20,4,9,0.444,1,6,0.167,4,4,1.0,2,3,5,0,2,0,2,2,13,-23,1
22025,1630534,0022500152,"NOV 02, 2025",TOR vs. MEM,W,16,2,4,0.5,0,2,0.0,0,0,,0,2,2,0,0,0,1,2,4,-1,1
22025,1630540,0022500153,"NOV 02, 2025",NYK vs. CHI,W,23,3,8,0.375,2,4,0.5,0,0,,1,3,4,3,1,0,0,1,8,10,1
22025,1630544,0022500150,"NOV 02, 2025",CHA vs. UTA,W,22,4,11,0.364,3,7,0.429,2,2,1.0,1,3,4,0,0,0,0,4,13,-2,1
22025,1630549,0022500149,"NOV 02, 2025",BKN vs. PHI,L,10,0,2,0.0,0,1,0.0,1,2,0.5,1,1,2,0,1,0,1,0,1,-14,1
22025,1630552,0022500151,"NOV 02, 2025",ATL @ CLE,L,35,10,16,0.625,1,2,0.5,2,5,0.4,1,12,13,5,1,0,4,1,23,-12,1
22025,1630558,0022500155,"NOV 02, 2025",MIA @ LAL,L,32,3,5,0.6,1,1,1.0,1,4,0.25,0,0,0,8,1,0,1,2,8,-14,1
22025,1630559,0022500155,"NOV 02, 2025",LAL vs. MIA,W,38,9,22,0.409,4,14,0.286,4,5,0.8,2,2,4,11,0,0,3,3,26,7,1
22025,1630560,0022500149,"NOV 02, 2025",BKN vs. PHI,L,35,9,19,0.474,4,7,0.571,7,7,1.0,1,0,1,1,0,0,3,2,29,-5,1
22025,1630567,0022500152,"NOV 02, 2025",TOR vs. MEM,W,32,8,19,0.421,3,8,0.375,0,0,,5,7,12,8,1,5,2,3,19,9,1
22025,1630570,0022500149,"NOV 02, 2025",PHI @ BKN,W,25,7,9,0.778,1,2,0.5,1,1,1.0,4,5,9,7,0,1,2,6,16,19,1
22025,1630572,0022500152,"NOV 02, 2025",TOR vs. MEM,W,11,0,1,0.0,0,0,,0,0,,2,1,3,1,0,1,1,1,0,2,1
22025,1630577,0022500154,"NOV 02, 2025",SAS @ PHX,L,29,2,4,0.5,1,3,0.333,4,4,1.0,2,2,4,1,2,0,1,3,9,-17,1
22025,1630581,0022500153,"NOV 02, 2025",CHI @ NYK,L,38,10,19,0.526,1,5,0.2,2,2,1.0,2,9,11,12,2,0,4,2,23,0,1
22025,1630583,0022500152,"NOV 02, 2025",MEM @ TOR,L,28,5,14,0.357,2,7,0.286,3,4,0.75,1,3,4,2,0,0,0,1,15,-6,1
22025,1630592,0022500149,"NOV 02, 2025",BKN vs. PHI,L,14,1,4,0.25,0,2,0.0,0,0,,0,0,0,0,0,0,1,2,2,-24,1
22025,1630596,0022500151,"NOV 02, 2025",CLE vs. ATL,W,35,6,16,0.375,1,3,0.333,1,2,0.5,2,6,8,5,3,1,3,1,14,13,1
22025,1630598,0022500148,"NOV 02, 2025",OKC vs. NOP,W,26,6,11,0.545,3,6,0.5,0,0,,0,1,1,1,0,1,0,2,15,19,1
22025,1630631,0022500148,"NOV 02, 2025",NOP @ OKC,L,18,1,3,0.333,1,2,0.5,0,0,,0,2,2,2,1,0,0,2,3,-12,1
22025,1630692,0022500154,"NOV 02, 2025",PHX vs. SAS,W,20,3,5,0.6,3,5,0.6,2,2,1.0,1,2,3,2,2,0,2,2,11,-11,1
22025,1630696,0022500155,"NOV 02, 2025",MIA @ LAL,L,16,3,5,0.6,1,3,0.333,0,0,,0,1,1,3,2,0,2,1,7,4,1
22025,1630700,0022500151,"NOV 02, 2025",ATL @ CLE,L,36,8,12,0.667,0,1,0.0,2,4,0.5,1,3,4,3,4,1,2,1,18,-7,1
22025,1631107,0022500155,"NOV 02, 2025",MIA @ LAL,L,28,3,8,0.375,1,5,0.2,2,4,0.5,1,2,3,2,0,0,1,3,9,0,1
22025,1631109,0022500154,"NOV 02, 2025",PHX vs. SAS,W,25,3,5,0.6,0,0,,1,4,0.25,1,6,7,2,1,2,0,3,7,24,1
22025,1631119,0022500148,"NOV 02, 2025",OKC vs. NOP,W,23,4,9,0.444,4,9,0.444,0,0,,0,3,3,4,1,1,0,1,12,15,1
22025,1631121,0022500148,"NOV 02, 2025",NOP @ OKC,L,3,0,0,,0,0,,2,2,1.0,0,0,0,2,0,0,0,0,2,2,1
22025,1631127,0022500154,"NOV 02, 2025",SAS @ PHX,L,5,1,2,0.5,0,0,,0,0,,2,0,2,0,0,0,0,2,2,9,1
22025,1631133,0022500149,"NOV 02, 2025",PHI @ BKN,W,18,1,4,0.25,0,1,0.0,0,0,,2,2,4,0,0,0,1,2,2,7,1
22025,1631170,0022500155,"NOV 02, 2025",MIA @ LAL,L,35,11,16,0.688,0,0,,9,13,0.692,3,5,8,4,0,0,4,3,31,7,1
22025,1631172,0022500148,"NOV 02, 2025",OKC vs. NOP,W,6,1,1,1.0,1,1,1.0,0,0,,0,1,1,1,0,1,1,2,3,2,1
22025,1631207,0022500153,"NOV 02, 2025",CHI @ NYK,L,1,1,3,0.333,1,1,1.0,0,0,,0,0,0,0,0,0,0,0,3,3,1
